Trace
Swept SA
A.08.55,N9000A
493380000,-79.4406730974863
493400000,-79.2342041614789
493420000,-79.0638455839908
493440000,-79.5055676884144
493460000,-79.003166030765
493480000,-78.8622959114302
493500000,-78.8639186532639
493520000,-78.8972853742189
493540000,-79.12964122409
493560000,-78.7343133842319
493580000,-79.0486612539961
493600000,-79.2309704093236
493620000,-79.0613837461378
493640000,-78.9514836531927
493660000,-78.8773122089329
493680000,-78.7642443655669
493700000,-78.8687712251231
493720000,-79.3340415162989
493740000,-78.4117018427132
493760000,-79.2525843921795
493780000,-78.6597493835939
493800000,-78.8725509881093
493820000,-78.6143505453377
493840000,-78.4875579163612
493860000,-78.8315240039235
493880000,-78.6460866540088
493900000,-78.3390696790281
493920000,-78.3381815959938
493940000,-78.8052270192404
493960000,-78.7685468544967
493980000,-78.7754207122535
494000000,-78.4994090126361
494020000,-78.7537230203206
494040000,-79.0040606115821
494060000,-79.1103829153917
494080000,-79.2454103482957
494100000,-79.1516072960142
494120000,-79.8916052218004
494140000,-79.1478348077958
494160000,-79.1822672606629
494180000,-79.0803674059579
494200000,-79.1956212927329
494220000,-78.6551872908283
494240000,-79.5250166153071
494260000,-79.0254448109264
494280000,-79.0530390829031
494300000,-78.6735716434443
494320000,-78.655040846454
494340000,-79.3035349016425
494360000,-79.0145946800839
494380000,-79.4276123368398
494400000,-79.4270945871395
494420000,-78.7473040560606
494440000,-78.5355217089658
494460000,-78.9419897711872
494480000,-79.0756770936634
494500000,-78.9876450477498
494520000,-79.2249186864697
494540000,-78.9160664128182
494560000,-79.0679462299749
494580000,-78.9265984252899
494600000,-79.2095701039662
494620000,-78.3677007210267
494640000,-78.6725404978659
494660000,-78.3865821380108
494680000,-78.631269394635
494700000,-78.4895112554398
494720000,-78.7958701264976
494740000,-78.7345016558759
494760000,-78.9038095080749
494780000,-78.797730958439
494800000,-79.0678309701506
494820000,-78.6507078496254
494840000,-78.6842787462981
494860000,-79.2178430573537
494880000,-79.0472959572881
494900000,-79.0203138103175
494920000,-78.7983475245952
494940000,-78.9308459211922
494960000,-78.9772134646842
494980000,-78.8857471055025
495000000,-78.909774725989
495020000,-79.0065245078354
495040000,-78.7845327654863
495060000,-78.9116520709195
495080000,-78.7648734477908
495100000,-79.1851926207752
495120000,-79.3831960206882
495140000,-79.1822442396157
495160000,-79.0029086712039
495180000,-79.342676025764
495200000,-79.3510066360361
495220000,-78.9618279015224
495240000,-79.4935682968832
495260000,-79.0285989202297
495280000,-78.9320861005304
495300000,-78.9632309184775
495320000,-79.0321508863799
495340000,-78.722413469585
495360000,-78.3400735263585
495380000,-79.3125474866461
495400000,-79.1769794140677
495420000,-79.2003782675075
495440000,-78.7180552182101
495460000,-79.171321709737
495480000,-78.9408842325761
495500000,-79.2320022777198
495520000,-79.1226714191115
495540000,-79.2158441277925
495560000,-79.5758829571642
495580000,-79.0627216649756
495600000,-79.0836947607993
495620000,-79.6631690211516
495640000,-79.5187356078119
495660000,-78.8227464890549
495680000,-78.6013101743457
495700000,-78.6631697182993
495720000,-78.7788395751695
495740000,-79.0662839577165
495760000,-79.2856977479601
495780000,-79.1757414313479
495800000,-79.1738769637359
495820000,-79.2343955170472
495840000,-79.1268486522792
495860000,-79.3470942173954
495880000,-78.9646117290173
495900000,-78.8784276555957
495920000,-78.561586917128
495940000,-79.0023749234571
495960000,-78.8101324059998
495980000,-78.811714415162
496000000,-79.1424856266256
496020000,-78.9786632638437
496040000,-78.8281927382754
496060000,-79.1427140487111
496080000,-79.2765305138343
496100000,-79.4813554526509
496120000,-78.5474940648486
496140000,-78.3986554729663
496160000,-79.2870190804652
496180000,-78.7938904507894
496200000,-78.785064777052
496220000,-78.5115077361352
496240000,-78.7444358892998
496260000,-78.8014288507453
496280000,-78.7859047966042
496300000,-79.1728696378084
496320000,-78.5357033248421
496340000,-78.8350781988506
496360000,-78.3487095409861
496380000,-79.1631419558064
496400000,-78.4900954274335
496420000,-78.5042173122635
496440000,-79.094288072379
496460000,-79.3581572935125
496480000,-79.3543792810323
496500000,-79.2035795383845
496520000,-79.1561674996559
496540000,-78.8258060036159
496560000,-78.9488165868183
496580000,-78.5734516860653
496600000,-78.7154940497896
496620000,-78.7877368416913
496640000,-79.0865777419369
496660000,-78.9368948858966
496680000,-78.8482517524188
496700000,-78.5873474990375
496720000,-78.7771228741458
496740000,-78.979106594557
496760000,-79.3566921519431
496780000,-79.3789121059129
496800000,-78.4162948619997
496820000,-78.9181126102268
496840000,-79.1126164110189
496860000,-78.5684755598504
496880000,-79.0205911218156
496900000,-79.0751030559189
496920000,-79.4335499645832
496940000,-79.1371782527337
496960000,-79.0776055115412
496980000,-78.9738902180671
497000000,-78.8423959689405
497020000,-78.5376497552472
497040000,-78.7541537893031
497060000,-78.8834559413842
497080000,-78.847006575126
497100000,-79.1116286495322
497120000,-78.5946884004367
497140000,-78.5196107808234
497160000,-78.9172542710627
497180000,-79.0919535626958
497200000,-78.7090141779299
497220000,-78.9843633612479
497240000,-79.1098760812618
497260000,-79.5903733924112
497280000,-79.259772183901
497300000,-79.3571344240323
497320000,-78.8816293866706
497340000,-79.0717830765631
497360000,-78.8184195467796
497380000,-78.6582200251503
497400000,-78.9303128677987
497420000,-78.9439936592429
497440000,-78.9030716765769
497460000,-78.7979713677217
497480000,-78.5711471147899
497500000,-78.7524213531305
497520000,-78.5806917833239
497540000,-78.3702242275518
497560000,-78.677533058104
497580000,-78.5735385035393
497600000,-78.8014986334752
497620000,-78.9188158853106
497640000,-78.8406854737569
497660000,-79.0895910335734
497680000,-78.8943680036679
497700000,-78.9216118226281
497720000,-78.880319798997
497740000,-79.0793966581368
497760000,-78.9811952134577
497780000,-78.3568881887699
497800000,-78.6129048146203
497820000,-78.9110606611077
497840000,-78.8836599446343
497860000,-79.0057476072133
497880000,-79.1420439909083
497900000,-79.0140653625054
497920000,-79.2817135649501
497940000,-78.6191142215576
497960000,-78.8207341743173
497980000,-78.7860996321581
498000000,-78.6765428595665
498020000,-79.2047253253357
498040000,-78.4676030897077
498060000,-78.5501367570668
498080000,-78.2681865604852
498100000,-78.1977069962522
498120000,-78.868584056829
498140000,-79.0565170629815
498160000,-79.4701967836838
498180000,-79.0193679166717
498200000,-78.6736797379887
498220000,-78.8244876959898
498240000,-78.7155757376514
498260000,-78.0531850589355
498280000,-78.4718315760121
498300000,-78.4038346785406
498320000,-77.6309901807878
498340000,-77.6293141909375
498360000,-77.6235184997446
498380000,-77.1068452828612
498400000,-76.9406707397157
498420000,-76.4811469738631
498440000,-76.1456059905365
498460000,-75.4651789490055
498480000,-74.8266473028119
498500000,-74.4060865288079
498520000,-73.7358483989584
498540000,-72.9912438154675
498560000,-72.3950516662801
498580000,-71.691985598429
498600000,-70.9339355018492
498620000,-70.2863973898701
498640000,-69.5842708514964
498660000,-68.8787904267351
498680000,-68.1423180904433
498700000,-67.4996001506128
498720000,-66.8022359162169
498740000,-66.0673259332243
498760000,-65.3488249636663
498780000,-64.7131832749955
498800000,-64.0283409374198
498820000,-63.3328694581987
498840000,-62.7750967805248
498860000,-62.1362771177311
498880000,-61.510235016176
498900000,-60.9634877016681
498920000,-60.362956588803
498940000,-59.7912231064438
498960000,-59.1917392396394
498980000,-58.6459326381888
499000000,-58.110088316125
499020000,-57.5803524812587
499040000,-57.090748904808
499060000,-56.5787552096252
499080000,-56.0759343618838
499100000,-55.6203689547214
499120000,-55.1347669765919
499140000,-54.6937713887558
499160000,-54.2192742507214
499180000,-53.796424237478
499200000,-53.3442653631279
499220000,-52.9808151580981
499240000,-52.5791064347376
499260000,-52.1817566807311
499280000,-51.8171980220446
499300000,-51.4576415718188
499320000,-51.1064097919305
499340000,-50.758207814635
499360000,-50.4253626258799
499380000,-50.1238734097647
499400000,-49.8153801059475
499420000,-49.5301368360507
499440000,-49.2407299468555
499460000,-48.9468208802306
499480000,-48.6817996829141
499500000,-48.4240509572596
499520000,-48.1774934883011
499540000,-47.9400233749295
499560000,-47.7046252467878
499580000,-47.4988401391123
499600000,-47.2822371982467
499620000,-47.0904540599597
499640000,-46.8935608752494
499660000,-46.7394975858922
499680000,-46.5772614005419
499700000,-46.4016266563956
499720000,-46.2482677636646
499740000,-46.1346952688859
499760000,-45.9957259097681
499780000,-45.8640816989241
499800000,-45.7660782384423
499820000,-45.6689407629632
499840000,-45.5862946734113
499860000,-45.4923416062705
499880000,-45.4253714852503
499900000,-45.3713986343177
499920000,-45.320731727826
499940000,-45.246611487048
499960000,-45.2320904316285
499980000,-45.2320816863561
500000000,-45.1995589881784
500020000,-45.1947548159761
500040000,-45.1891246546275
500060000,-45.2060099733182
500080000,-45.2466363832252
500100000,-45.2732198029857
500120000,-45.3055748560187
500140000,-45.3654995905276
500160000,-45.4166414412869
500180000,-45.4998080971575
500200000,-45.5795477002984
500220000,-45.6685640591381
500240000,-45.7776480588112
500260000,-45.8968973046251
500280000,-45.9980149436687
500300000,-46.1189545223313
500320000,-46.2679315835764
500340000,-46.4333234292508
500360000,-46.5886854374209
500380000,-46.7617533431049
500400000,-46.9507280887152
500420000,-47.1122151924181
500440000,-47.3216716963225
500460000,-47.52458818918
500480000,-47.7459261617653
500500000,-47.9894212299035
500520000,-48.2133446830446
500540000,-48.4462974777792
500560000,-48.7306417537282
500580000,-48.9963305814794
500600000,-49.2649046432645
500620000,-49.5536694256603
500640000,-49.8562886546026
500660000,-50.1800905405883
500680000,-50.4545880009285
500700000,-50.7937567972299
500720000,-51.1891811006464
500740000,-51.5329789304149
500760000,-51.8849254948648
500780000,-52.290692154847
500800000,-52.6311364858511
500820000,-53.0572073211419
500840000,-53.4626951722718
500860000,-53.9232063138429
500880000,-54.3549146897058
500900000,-54.7833740236397
500920000,-55.2556738927259
500940000,-55.698668406848
500960000,-56.1780533146199
500980000,-56.6829910344213
501000000,-57.1571568621906
501020000,-57.7110478982114
501040000,-58.2224293764534
501060000,-58.7600525986441
501080000,-59.3403940460003
501100000,-59.9551328617382
501120000,-60.5074014455279
501140000,-61.0927213949457
501160000,-61.6638951597854
501180000,-62.3292290686283
501200000,-62.9520943881175
501220000,-63.578286485699
501240000,-64.2822164166745
501260000,-64.9359089269461
501280000,-65.5481548965705
501300000,-66.277465939026
501320000,-66.9336699856939
501340000,-67.6951585768532
501360000,-68.4101564647952
501380000,-69.0488155219052
501400000,-69.7437469223365
501420000,-70.4760082717797
501440000,-71.2127795059194
501460000,-72.0054238852193
501480000,-72.733135149315
501500000,-73.4112301420494
501520000,-74.1519932267098
501540000,-74.5650777819047
501560000,-75.2948170059395
501580000,-75.5622262655387
501600000,-76.1306119382066
501620000,-76.5095760616003
501640000,-76.9606009394062
501660000,-77.3897469993405
501680000,-77.6202709141522
501700000,-77.7848272645366
501720000,-77.7819706488317
501740000,-78.497260455181
501760000,-78.2641351205214
501780000,-78.3252164753535
501800000,-78.5084326205738
501820000,-78.6610912517779
501840000,-78.5592188370083
501860000,-78.368631856987
501880000,-78.6101771913403
501900000,-79.5681405338802
501920000,-78.2220267019482
501940000,-78.7763041815126
501960000,-78.7918941420288
501980000,-79.0340395981786
502000000,-78.7037084209164
502020000,-79.053595245398
502040000,-78.7706084303825
502060000,-79.4775131267468
502080000,-78.9288723892579
502100000,-79.431139588844
502120000,-79.0052350718666
502140000,-79.2444757570027
502160000,-78.7010195634381
502180000,-78.3372498248007
502200000,-78.7827632372501
502220000,-79.3503652726396
502240000,-79.0501749310574
502260000,-79.1014997651009
502280000,-78.6640644581667
502300000,-78.5935497967746
502320000,-78.2538511895173
502340000,-78.7284962136256
502360000,-79.0581470372613
502380000,-78.9456935968476
502400000,-79.3576905041518
502420000,-79.4140848389438
502440000,-79.0955375071433
502460000,-79.4814233971732
502480000,-79.2191583314859
502500000,-78.5958959124038
502520000,-78.5597193748795
502540000,-78.3169095442108
502560000,-78.2903267878393
502580000,-78.7292820287613
502600000,-78.5586913307383
502620000,-79.0825927483328
502640000,-78.5556247020441
502660000,-78.839887915832
502680000,-79.160779987287
502700000,-78.8272538386769
502720000,-79.4108757146816
502740000,-79.1782081368564
502760000,-79.1328550352838
502780000,-78.6662911261824
502800000,-78.4697792541456
502820000,-78.7818815080752
502840000,-79.1307813196133
502860000,-79.1730790900148
502880000,-79.0969787225906
502900000,-78.7976802707968
502920000,-78.781375429978
502940000,-78.9222986618039
502960000,-79.0571612429935
502980000,-78.7313155000933
503000000,-78.3797065982661
503020000,-78.7500291613339
503040000,-78.7771001904285
503060000,-78.6713771271818
503080000,-78.5457184312451
503100000,-78.6690509552402
503120000,-79.1898870254107
503140000,-78.8363142814474
503160000,-79.0039931311866
503180000,-78.9344939743829
503200000,-79.1987352231697
503220000,-79.0503271611228
503240000,-79.2158352295051
503260000,-79.1643224291147
503280000,-78.9316221030036
503300000,-78.9419002489593
503320000,-79.2510680294359
503340000,-78.8884797097104
503360000,-79.447228993205
503380000,-79.1441663714414
503400000,-78.7931047628032
503420000,-78.9509417228362
503440000,-78.8912166052379
503460000,-78.8036272826007
503480000,-79.3313229622785
503500000,-78.7521281941966
503520000,-78.493968186457
503540000,-79.3207467745847
503560000,-78.518032375339
503580000,-78.930997642872
503600000,-78.7462038163609
503620000,-79.1024991894977
503640000,-79.0530026028147
503660000,-78.8318157883559
503680000,-78.9203241693189
503700000,-78.8032606523775
503720000,-78.7864825981638
503740000,-78.564009944529
503760000,-78.804116297923
503780000,-78.5955165294147
503800000,-78.8672268901426
503820000,-78.5348143103199
503840000,-79.0754540180345
503860000,-78.8988889560501
503880000,-78.5850068783412
503900000,-79.138369438921
503920000,-78.0680732081267
503940000,-78.5263325194188
503960000,-78.1959090619641
503980000,-78.7510795675339
504000000,-78.8619531442652
504020000,-78.7433264096192
504040000,-78.5026143526897
504060000,-78.8069413722535
504080000,-79.0598784278406
504100000,-78.7103525085094
504120000,-78.7125092010005
504140000,-78.5919905971878
504160000,-78.4910550213736
504180000,-78.8302335630526
504200000,-78.9132056798943
504220000,-79.1514536290969
504240000,-78.7957083851293
504260000,-78.3796785307132
504280000,-78.7973639320919
504300000,-78.7209575388851
504320000,-78.7674456181171
504340000,-78.4609855766342
504360000,-78.1272243073798
504380000,-78.7170639552651
504400000,-79.2783886296056
504420000,-79.2159025631381
504440000,-78.7211607008512
504460000,-78.7145512390985
504480000,-78.9026088921596
504500000,-79.1190007016964
504520000,-78.9492203185393
504540000,-78.5367977226296
504560000,-78.782950992291
504580000,-78.8928638036709
504600000,-78.8302805789315
504620000,-79.0091891629066
504640000,-79.3554931221909
504660000,-79.2266369784497
504680000,-79.1905584270274
504700000,-79.714635689808
504720000,-79.2398215600408
504740000,-79.0944965255431
504760000,-78.7975758317509
504780000,-78.8726005774446
504800000,-78.8806110490655
504820000,-78.3484034470424
504840000,-78.4994388584314
504860000,-78.4557515044799
504880000,-78.3767579413418
504900000,-79.3439256501365
504920000,-78.8757422287341
504940000,-78.5769612265485
504960000,-78.960942481184
504980000,-78.818579651272
505000000,-78.6572782711198
505020000,-78.5312887810848
505040000,-78.6294195406613
505060000,-78.4077453143769
505080000,-78.9040996912604
505100000,-78.5531918152283
505120000,-78.6996071619272
505140000,-79.1311750953015
505160000,-78.8408342050121
505180000,-79.5088030520659
505200000,-78.7456944151825
505220000,-78.3696759809035
505240000,-78.7873802681948
505260000,-78.9000506403304
505280000,-78.6102548413142
505300000,-78.8374764000233
505320000,-79.4239734351857
505340000,-79.1050334954909
505360000,-78.817306145357
505380000,-78.6445435348127
505400000,-78.5838059282618
505420000,-78.7753365803605
505440000,-78.7183739741791
505460000,-79.1429773417075
505480000,-78.5972752023985
505500000,-78.4806324015296
505520000,-78.2826240342219
505540000,-78.7036462988954
505560000,-78.8287786705908
505580000,-79.1057837068247
505600000,-78.6147706065643
505620000,-78.4917319153211
505640000,-79.0642634805015
505660000,-79.1303915050292
505680000,-78.411848540572
505700000,-78.4599122394074
505720000,-79.0534550611429
505740000,-78.569398329069
505760000,-78.6243339874441
505780000,-78.9558454383731
505800000,-79.2409466465624
505820000,-78.812637772349
505840000,-78.9505321722691
505860000,-78.6433651376471
505880000,-79.2622769072453
505900000,-78.9299776797656
505920000,-79.1578646170558
505940000,-78.7417903351156
505960000,-78.4390339653437
505980000,-78.9231396329805
506000000,-79.1517893994832
506020000,-79.1457643927315
506040000,-79.3202306552811
506060000,-79.1765455930583
506080000,-78.630969141838
506100000,-78.435217960169
506120000,-78.1038934043045
506140000,-78.6577072767098
506160000,-78.8151569246137
506180000,-78.5528902837256
506200000,-79.1465774773982
506220000,-78.6550047892126
506240000,-78.6376652662815
506260000,-79.1535946192852
506280000,-79.2428854460312
506300000,-78.8123609696453
506320000,-78.6492761865082
506340000,-79.0437033328149
506360000,-79.2261830031493
506380000,-79.1997460967405
506400000,-78.9524627832789
506420000,-79.1971605568241
506440000,-78.6767943534944
506460000,-78.8800608937494
506480000,-78.6249111009885
506500000,-78.665041630608
506520000,-79.3585815360144
506540000,-79.0163138419529
506560000,-78.2955257321758
506580000,-78.805438392699
506600000,-78.7981160966371
506620000,-78.2501136329411
506640000,-78.6028933870979
506660000,-79.1062983152933
506680000,-79.2798349079863
506700000,-78.602084269868
506720000,-78.9116021879489
506740000,-78.1874732766112
506760000,-78.7635590551399
506780000,-78.5131877877973
506800000,-78.9413625983474
506820000,-78.7363186261594
506840000,-78.8485263955956
506860000,-78.257425076807
506880000,-79.0769872740117
506900000,-79.4194545386484
506920000,-79.5307812033116
506940000,-79.1697981813292
506960000,-78.733059804187
506980000,-79.5446150947338
507000000,-79.0323170675796
507020000,-78.900017034079
507040000,-79.3483390038344
507060000,-79.6656249140416
507080000,-78.7434719977329
507100000,-78.5564455498154
507120000,-79.0008521568449
507140000,-78.8843819884991
507160000,-78.8090402912065
507180000,-79.4150376786576
507200000,-79.0776206418203
507220000,-78.5230128837271
507240000,-78.9957003021651
507260000,-78.4551626582616
507280000,-79.0585706030927
507300000,-78.6694680971356
507320000,-78.9579778081798
507340000,-78.3123342586458
507360000,-78.3420148927139
507380000,-78.9035548077997
507400000,-78.3307202555121
507420000,-78.6973855424584
507440000,-78.9452637040845
507460000,-79.0442412474161
507480000,-78.6318860334731
507500000,-78.5922986780078
507520000,-78.678354797026
507540000,-79.2428648622571
507560000,-79.2264916749813
507580000,-79.1980376173756
507600000,-79.0061445527603
507620000,-78.9897725302309
507640000,-78.239544624917
507660000,-78.5790221159667
507680000,-78.8490257350512
507700000,-78.5980785042547
507720000,-79.0113656555993
507740000,-78.7499523139155
507760000,-78.1095306663517
507780000,-78.3035725782591
507800000,-78.924277658087
507820000,-78.642593540282
507840000,-78.773147385006
507860000,-78.7036547028363
507880000,-78.9295878936167
507900000,-78.3898268159695
507920000,-78.5452645922003
507940000,-78.8348458079956
507960000,-78.5386115953491
507980000,-78.7661718907277
508000000,-78.6394560274209
508020000,-78.8719511815914
508040000,-78.5372434218619
508060000,-78.3343505991161
508080000,-78.9968720927096
508100000,-78.8186012229446
508120000,-78.6298241501453
508140000,-78.5356338356873
508160000,-78.9328539920928
508180000,-79.4072431215453
508200000,-78.5047706281256
508220000,-78.5536929012722
508240000,-78.7303989029826
508260000,-78.5252902825455
508280000,-79.0566860391922
508300000,-78.9530676419688
508320000,-78.4911287155523
508340000,-78.808565252864
508360000,-78.677099059
508380000,-78.9353907570305
508400000,-78.8763988109527
508420000,-79.3243365054237
508440000,-79.4463693435665
508460000,-78.9656628215591
508480000,-78.7213115205392
508500000,-78.9394659342825
508520000,-79.0636739132412
508540000,-78.8461351021298
508560000,-79.0370881720498
508580000,-78.744476852154
508600000,-78.8963321307529
508620000,-78.5702038646523
508640000,-78.6760971284582
508660000,-78.5612153184411
508680000,-78.9790194064997
508700000,-78.8081990779187
508720000,-79.2388859392114
508740000,-78.5344983006719
508760000,-78.5627985326633
508780000,-78.353507171575
508800000,-78.9997476516957
508820000,-79.3068515880997
508840000,-78.9685595030859
508860000,-79.2024119595325
508880000,-79.1627260448423
508900000,-79.1055138340519
508920000,-79.1773683234496
508940000,-78.8409252649948
508960000,-78.7007037441885
508980000,-78.3850997299374
509000000,-77.9334130263565
509020000,-78.4007149163128
509040000,-78.4372874257333
509060000,-78.4973578641252
509080000,-78.2475958935633
509100000,-78.675913306248
509120000,-78.6772540959516
509140000,-78.5075013789989
509160000,-78.392534609785
509180000,-78.4833948252007
509200000,-78.5158010405006
509220000,-78.4849460494435
509240000,-78.7461278981669
509260000,-78.4353598978791
509280000,-78.5695640415501
509300000,-78.6585694481219
509320000,-78.6606364195105
509340000,-79.2005323183479
509360000,-78.4617146446983
509380000,-78.7871942614504
509400000,-79.4342790050378
509420000,-79.1350925241121
509440000,-78.6267452701447
509460000,-78.7516752592933
509480000,-78.6158556187531
509500000,-78.9482671533557
509520000,-79.0923272601132
509540000,-78.9214201263636
509560000,-78.5074097682049
509580000,-79.2683165593657
509600000,-79.0800983973185
509620000,-78.6976795521905
509640000,-78.5721288932084
509660000,-78.4110464274538
509680000,-79.189357747895
509700000,-79.1891100563696
509720000,-78.8565588532442
509740000,-79.2760410431034
509760000,-78.6704606866074
509780000,-78.1242203802532
509800000,-78.007316760288
509820000,-78.5827132066048
509840000,-78.8590360492165
509860000,-79.1125143658828
509880000,-78.8134260413258
509900000,-78.6709451106165
509920000,-78.4259655355777
509940000,-79.1097079129542
509960000,-78.9149806827657
509980000,-79.1773574901876
510000000,-78.5489904032862
