Trace
Swept SA
A.08.55,N9000A
498676000,-98.4625751668988
498680000,-99.5176537376725
498684000,-98.9576688343663
498688000,-99.1474434329252
498692000,-98.6869967901105
498696000,-99.0249068086936
498700000,-98.9518182043513
498704000,-99.0354873316061
498708000,-98.652359399562
498712000,-98.9723821784033
498716000,-99.086519961209
498720000,-98.8041757136952
498724000,-98.5691725749965
498728000,-98.6510708301418
498732000,-98.7000180301187
498736000,-98.782300367348
498740000,-98.8076923566089
498744000,-99.3873881611835
498748000,-98.8067083477136
498752000,-98.4059193911396
498756000,-98.8090798069336
498760000,-99.1955177436562
498764000,-98.8166110071265
498768000,-98.8338029921004
498772000,-98.7406187942746
498776000,-98.5780187483212
498780000,-98.5344123603699
498784000,-98.5655795787716
498788000,-98.4201747179394
498792000,-98.6390434070853
498796000,-98.7473368330367
498800000,-98.9101085064755
498804000,-98.8163269000033
498808000,-98.8621887681548
498812000,-98.6873101047158
498816000,-98.5989305893169
498820000,-99.264004747262
498824000,-98.8106445552842
498828000,-98.3778752733685
498832000,-98.2814429014299
498836000,-98.5663640920498
498840000,-98.842443064814
498844000,-98.5992322690106
498848000,-98.5341156754615
498852000,-98.780304578155
498856000,-98.7778856002115
498860000,-99.3067683806996
498864000,-98.5039998810253
498868000,-98.540114569783
498872000,-98.884557744828
498876000,-98.756968818461
498880000,-98.6331137340643
498884000,-98.2471924005375
498888000,-98.8910444960462
498892000,-98.5771964516742
498896000,-98.6102144493851
498900000,-98.4386860700007
498904000,-98.7166579036041
498908000,-98.9696998481791
498912000,-98.7570531669728
498916000,-98.9807344894572
498920000,-98.9320306394742
498924000,-98.3626667154367
498928000,-98.7903475224324
498932000,-98.4169953049849
498936000,-98.0982237633772
498940000,-98.6365294222952
498944000,-98.721955648097
498948000,-98.323299576999
498952000,-98.4752794104839
498956000,-98.6446892460462
498960000,-98.6722751829198
498964000,-98.5680164496474
498968000,-98.5932339678028
498972000,-98.8283648294149
498976000,-98.5638256709687
498980000,-98.5196865358204
498984000,-98.5128781924336
498988000,-98.1586046061705
498992000,-98.4868478052738
498996000,-98.8988272660016
499000000,-98.6778636003172
499004000,-98.3989859263548
499008000,-98.7024409354829
499012000,-98.6782366184835
499016000,-98.3238316340001
499020000,-98.7229937104065
499024000,-98.3426691388359
499028000,-99.0068231125574
499032000,-98.4606430002501
499036000,-98.8114434920777
499040000,-98.4329388888707
499044000,-98.4536315462744
499048000,-98.9345129675229
499052000,-98.1417494008351
499056000,-98.3926477952675
499060000,-98.4466536913547
499064000,-97.9702728142446
499068000,-98.1640504537768
499072000,-98.8667836416746
499076000,-98.7215078966458
499080000,-98.3224349502777
499084000,-99.0562116415052
499088000,-98.4053161383612
499092000,-98.2871928372697
499096000,-98.5593674604802
499100000,-98.4194428108465
499104000,-97.9615135080575
499108000,-98.2649499208794
499112000,-98.4577533818701
499116000,-98.031447776487
499120000,-98.5614612988281
499124000,-98.4488651309047
499128000,-98.5790622907795
499132000,-98.3672366954385
499136000,-98.4445066297313
499140000,-98.1927125820439
499144000,-98.4813199616727
499148000,-98.0478454736359
499152000,-98.7584172035048
499156000,-98.4292207150745
499160000,-98.5952707125842
499164000,-98.2124567928209
499168000,-98.2682138548181
499172000,-98.0972327741121
499176000,-98.6045784793946
499180000,-97.8530904846764
499184000,-98.1113100978634
499188000,-98.3491699610282
499192000,-98.5420467640054
499196000,-98.0863057601763
499200000,-97.9900263776293
499204000,-98.3310279360418
499208000,-98.6324447668271
499212000,-97.9232487988567
499216000,-97.8235889591556
499220000,-98.1668017928125
499224000,-98.7028518481238
499228000,-98.3209653729762
499232000,-98.0722383337641
499236000,-98.202896368865
499240000,-98.1387947074783
499244000,-98.1681450987596
499248000,-98.5815370116285
499252000,-98.2853954600728
499256000,-97.9946602144159
499260000,-98.0971818780064
499264000,-97.9799652289318
499268000,-98.0304458566006
499272000,-97.926602077246
499276000,-97.4669379352436
499280000,-98.3159368277715
499284000,-98.0423297318415
499288000,-98.0754065270173
499292000,-97.9282254384341
499296000,-97.9057203985362
499300000,-98.0442814610452
499304000,-97.9654244771221
499308000,-97.9579614276055
499312000,-97.8537099995976
499316000,-97.9059785789654
499320000,-98.2083615946362
499324000,-98.1701403547087
499328000,-97.7688795083851
499332000,-97.7781978909213
499336000,-97.4304609796472
499340000,-98.056156519978
499344000,-97.6892250690822
499348000,-97.9643222796132
499352000,-97.7895969362397
499356000,-97.7753171553358
499360000,-97.4741554520686
499364000,-97.888670704988
499368000,-97.4415626526868
499372000,-97.7110722975919
499376000,-98.0130418558293
499380000,-97.429332811147
499384000,-97.3946539939216
499388000,-98.224127775788
499392000,-97.5514156459633
499396000,-97.3069538414636
499400000,-97.3672913986544
499404000,-97.6342460614951
499408000,-96.7150298478125
499412000,-97.7291251917296
499416000,-98.0141657752829
499420000,-97.3627460546938
499424000,-97.2250399610175
499428000,-97.0819402122802
499432000,-97.4483378878454
499436000,-97.4979928753284
499440000,-97.2903620760412
499444000,-97.1286382596761
499448000,-97.0646452657603
499452000,-97.1336338026657
499456000,-97.0091023448458
499460000,-97.3036421849513
499464000,-97.3829238728586
499468000,-97.2762166963237
499472000,-96.4782146261361
499476000,-97.3715587991839
499480000,-96.6287307594583
499484000,-97.1632030315048
499488000,-96.8799890034436
499492000,-96.7210113901267
499496000,-97.0207876137314
499500000,-97.3922632436715
499504000,-96.6387076875096
499508000,-96.417613397543
499512000,-96.3551582191097
499516000,-96.4752394576276
499520000,-95.9991689940529
499524000,-96.5071244035188
499528000,-96.2000513019943
499532000,-96.1638284255202
499536000,-95.5666558718974
499540000,-95.6099601541428
499544000,-95.615704073625
499548000,-96.1611970058798
499552000,-95.6701067487278
499556000,-95.4261423224042
499560000,-94.8191662134931
499564000,-95.0698734856165
499568000,-94.8770533739796
499572000,-94.6112840309901
499576000,-94.3616985539207
499580000,-94.4728938497023
499584000,-94.0446289071458
499588000,-93.8342081081947
499592000,-94.0780433700495
499596000,-92.879511054164
499600000,-93.5035421031028
499604000,-93.2255166348111
499608000,-93.14062038488
499612000,-93.0342550564248
499616000,-92.7066505285757
499620000,-92.7897687246046
499624000,-93.1453641040033
499628000,-93.2093099124309
499632000,-93.1588452764987
499636000,-93.4724507224161
499640000,-93.1722710363794
499644000,-93.0144888788824
499648000,-92.9821426848818
499652000,-92.7080382850174
499656000,-92.7633055663085
499660000,-93.0522242031914
499664000,-93.3826801078303
499668000,-93.2680691249417
499672000,-93.1008825142293
499676000,-93.4968937332481
499680000,-93.1902497846745
499684000,-93.1597927714711
499688000,-93.219388265417
499692000,-93.3170709393519
499696000,-92.8510294842678
499700000,-92.7287829280742
499704000,-92.368378911252
499708000,-92.7889624063798
499712000,-93.2651437215011
499716000,-92.9467140445718
499720000,-92.6164029997562
499724000,-92.4930580211914
499728000,-92.2146738542539
499732000,-92.4869597285031
499736000,-92.2101774207815
499740000,-92.033181032904
499744000,-91.8144311435829
499748000,-91.5951162261299
499752000,-91.5371323073142
499756000,-92.017786157193
499760000,-91.3607133329822
499764000,-91.7466308335849
499768000,-91.1480153794337
499772000,-91.5628878872239
499776000,-91.0140730469347
499780000,-91.3652160875665
499784000,-90.8413756151633
499788000,-90.9098600548956
499792000,-90.4480260028525
499796000,-90.3776440612539
499800000,-90.6467078821971
499804000,-90.3469691000974
499808000,-90.1023856017412
499812000,-89.8259871884161
499816000,-89.6220609084882
499820000,-90.0360366434738
499824000,-89.6509891134163
499828000,-89.5664714903856
499832000,-89.6866268361243
499836000,-89.3287156038867
499840000,-89.4849614518328
499844000,-88.7655315433703
499848000,-89.3456806084099
499852000,-88.6682169929468
499856000,-88.800255059123
499860000,-88.8485936655297
499864000,-88.3998740207274
499868000,-88.601426175304
499872000,-88.6030723130035
499876000,-88.0291563732311
499880000,-88.5270706213155
499884000,-88.7036235088553
499888000,-88.4519977738107
499892000,-87.9427816638667
499896000,-87.7395039244248
499900000,-87.9313304157434
499904000,-88.2740579149564
499908000,-87.9243780430173
499912000,-87.6331563822543
499916000,-88.0908310844084
499920000,-88.1283604978735
499924000,-87.8840238591764
499928000,-88.2406865252838
499932000,-88.1396803661676
499936000,-88.0317506768122
499940000,-88.2031909788005
499944000,-88.3201448178147
499948000,-88.4987148000131
499952000,-88.6567706163038
499956000,-88.6398095846319
499960000,-89.2205920996917
499964000,-89.6671880987969
499968000,-89.7484767587319
499972000,-89.6755458784927
499976000,-90.4165581975501
499980000,-75.0769049898636
499984000,-54.7113514089551
499988000,-40.7986794284977
499992000,-31.724000058392
499996000,-26.6990217113201
500000000,-25.3558492940906
500004000,-27.5405259401966
500008000,-33.4840282417168
500012000,-43.6097125895032
500016000,-58.9260709832526
500020000,-80.9937896182585
500024000,-90.4199035673042
500028000,-90.2617890384317
500032000,-89.3997680452274
500036000,-89.3054715169381
500040000,-89.1703203647961
500044000,-89.1438517368798
500048000,-88.6381169831096
500052000,-88.2490779800417
500056000,-88.9244989241518
500060000,-88.4304029538658
500064000,-88.5572482026255
500068000,-88.6526973261823
500072000,-88.0299919044523
500076000,-88.2001854657177
500080000,-88.1316963118936
500084000,-88.6140515930838
500088000,-88.4116134096244
500092000,-88.2211459844166
500096000,-88.2714556511594
500100000,-88.2441928283249
500104000,-88.4085916595589
500108000,-88.3598784252085
500112000,-88.6629925364538
500116000,-88.3829851976788
500120000,-88.8065137510385
500124000,-88.8378058369147
500128000,-88.5851256891893
500132000,-88.7736682751767
500136000,-88.6781220101068
500140000,-89.2251736654643
500144000,-89.1163698340972
500148000,-89.2465852070431
500152000,-88.8098929258864
500156000,-89.435356401887
500160000,-89.6206216084168
500164000,-89.3769157415494
500168000,-89.3952431198372
500172000,-89.4688417194469
500176000,-89.6687072341099
500180000,-89.8626109387168
500184000,-90.2085652917678
500188000,-90.292439959124
500192000,-90.1397253764622
500196000,-90.3082542030234
500200000,-90.0134094691643
500204000,-90.1147900563574
500208000,-90.6765825261989
500212000,-91.0583349029401
500216000,-90.8093254705189
500220000,-90.9863623195433
500224000,-91.2149546023462
500228000,-91.6336832527025
500232000,-91.9571559956321
500236000,-92.043776416922
500240000,-91.6976728937997
500244000,-91.9268620669624
500248000,-92.0338190269794
500252000,-91.6883782353472
500256000,-91.7600238423603
500260000,-92.2776878589449
500264000,-91.7899790787803
500268000,-92.4666285935467
500272000,-92.1636835593287
500276000,-92.5433297074684
500280000,-92.8586000209283
500284000,-93.2000414026093
500288000,-93.224115460452
500292000,-92.670475622423
500296000,-92.9683672937098
500300000,-92.63986611578
500304000,-92.9742086021015
500308000,-93.2165130335764
500312000,-93.1069931091808
500316000,-93.484508815698
500320000,-93.3509807003761
500324000,-93.2638081977062
500328000,-92.8047366488748
500332000,-92.9368905980139
500336000,-93.4560542837717
500340000,-93.4706194826024
500344000,-92.9094939328544
500348000,-92.9651708037721
500352000,-92.6124650673415
500356000,-93.2796040750236
500360000,-93.4504874279413
500364000,-92.8427153082172
500368000,-93.0362457379002
500372000,-92.7643752399332
500376000,-93.0520637104816
500380000,-93.1940304303487
500384000,-92.3971559938023
500388000,-92.7386986373359
500392000,-93.1569700488702
500396000,-93.2725576872923
500400000,-93.1547803927888
500404000,-93.6442004962954
500408000,-94.2275729654229
500412000,-94.119103703039
500416000,-94.2774498636814
500420000,-94.5530325904837
500424000,-94.9457743213854
500428000,-94.5177308336667
500432000,-95.1293612541754
500436000,-95.1161391329094
500440000,-95.449737513555
500444000,-95.4249949160022
500448000,-95.4584900636933
500452000,-95.5353322834973
500456000,-95.9761363187919
500460000,-96.0713789685593
500464000,-96.36872580284
500468000,-96.04515664063
500472000,-95.8299690005215
500476000,-96.7944816288757
500480000,-96.2502580349122
500484000,-96.7760153825291
500488000,-96.8610270334993
500492000,-96.6710006915635
500496000,-96.2852938147817
500500000,-96.7341896407199
500504000,-96.8016536029749
500508000,-97.1270000989522
500512000,-96.7243959179021
500516000,-96.8948040706385
500520000,-96.9236864078058
500524000,-96.8337133445731
500528000,-97.262020272448
500532000,-96.9376206230148
500536000,-96.9101136517388
500540000,-97.5375209149938
500544000,-97.2134533415954
500548000,-97.434337087691
500552000,-97.2684377692251
500556000,-97.4358603335926
500560000,-97.5386894978861
500564000,-97.6112325955473
500568000,-97.2820873727397
500572000,-97.231855703095
500576000,-97.3440430764693
500580000,-97.0351804782466
500584000,-97.2594905965848
500588000,-96.9878146789887
500592000,-97.4796561085957
500596000,-97.4885435060995
500600000,-97.4497331874102
500604000,-97.9693922494258
500608000,-97.3766359720255
500612000,-97.5298780652138
500616000,-97.904040544563
500620000,-98.0200322924573
500624000,-98.0996900157939
500628000,-97.3120774090536
500632000,-97.8086610098022
500636000,-97.7038398936975
500640000,-98.5535473600473
500644000,-97.8673919418158
500648000,-97.6921747739938
500652000,-97.7352858465873
500656000,-97.9758806834412
500660000,-97.8901360553229
500664000,-98.1468872907511
500668000,-97.9064678934444
500672000,-97.6863835060566
500676000,-97.7630991254272
500680000,-98.6388307976791
500684000,-97.8329660748754
500688000,-98.2602591133696
500692000,-98.3243328643687
500696000,-97.6507193014236
500700000,-97.8248881987457
500704000,-97.9387560462131
500708000,-98.2138902997931
500712000,-98.104832472331
500716000,-97.9627661333129
500720000,-98.2382348960539
500724000,-98.1870943770807
500728000,-97.9462334630808
500732000,-98.2707545560722
500736000,-98.2032894787449
500740000,-98.4757038659591
500744000,-98.1275367369188
500748000,-98.2252633281931
500752000,-97.9916613975522
500756000,-97.516496090928
500760000,-98.2108744269485
500764000,-97.8673445224688
500768000,-98.287746216626
500772000,-98.263525885803
500776000,-98.2523066549124
500780000,-98.2784303342459
500784000,-97.8923920410897
500788000,-97.819235366737
500792000,-98.4166030805714
500796000,-98.2413531449605
500800000,-98.1484759386316
500804000,-98.3515919855001
500808000,-98.6974581838753
500812000,-98.229872061296
500816000,-97.9946999426388
500820000,-98.4963324426383
500824000,-98.0463943036706
500828000,-98.0358422507098
500832000,-98.4138683714908
500836000,-98.92975045784
500840000,-98.1637572264168
500844000,-98.0666473014504
500848000,-98.0213900760775
500852000,-98.5086839316584
500856000,-98.1338462751145
500860000,-98.1909973041414
500864000,-98.0718723667516
500868000,-98.3986914307198
500872000,-98.4779343442112
500876000,-98.5529750482439
500880000,-98.4992818019167
500884000,-98.0241896410199
500888000,-98.4084312993426
500892000,-98.3828127428531
500896000,-98.1699366943246
500900000,-98.4062391850011
500904000,-98.617778686038
500908000,-98.3406160124901
500912000,-98.5537629966468
500916000,-98.3742246747675
500920000,-98.3939073919382
500924000,-98.4153428564069
500928000,-98.6800884662892
500932000,-98.3917632919736
500936000,-98.3482909994034
500940000,-98.3095461405563
500944000,-98.5681162428607
500948000,-98.0724418495661
500952000,-98.0325017161852
500956000,-99.1388475124425
500960000,-98.8017496141157
500964000,-98.5958944054802
500968000,-98.596008953778
500972000,-98.4961422304239
500976000,-98.4506567271355
500980000,-98.1040085558885
500984000,-98.9248139845587
500988000,-98.6235001902532
500992000,-98.4119078440031
500996000,-98.7611066193939
501000000,-98.1826464778915
501004000,-98.3249725806861
501008000,-98.4060164253105
501012000,-98.5072692319616
501016000,-98.7721802524554
501020000,-98.5798023686087
501024000,-98.345547126454
501028000,-98.7343826485147
501032000,-98.6517441160265
501036000,-98.2534847072826
501040000,-98.3326848907277
501044000,-98.6582606981893
501048000,-98.2756254895714
501052000,-98.4356902395052
501056000,-98.6689002836326
501060000,-98.3942655713379
501064000,-98.5080346074045
501068000,-98.7281872235833
501072000,-97.9897129372221
501076000,-98.7143337598521
501080000,-98.7402761277129
501084000,-98.5349893006437
501088000,-99.2010863468927
501092000,-98.2773705256208
501096000,-98.4645082272633
501100000,-98.4041784668403
501104000,-98.4968288328841
501108000,-98.7164113731018
501112000,-99.0679422633197
501116000,-98.7248214447538
501120000,-99.1603122066461
501124000,-98.4550328492756
501128000,-98.7045200739555
501132000,-98.8521866393553
501136000,-98.5588138349542
501140000,-98.5896340640051
501144000,-98.8120940416659
501148000,-98.443650958381
501152000,-98.5764990053463
501156000,-98.6612029533005
501160000,-98.5027353845199
501164000,-98.9031973714279
501168000,-98.8227271106159
501172000,-98.5660124054001
501176000,-98.8909806400954
501180000,-98.241584120607
501184000,-98.4742187872535
501188000,-98.5150215393191
501192000,-99.0154593057234
501196000,-98.8049001289449
501200000,-98.6709189329131
501204000,-99.1276042152159
501208000,-98.840020525084
501212000,-98.7474940956334
501216000,-98.6984861651361
501220000,-98.4749971854089
501224000,-98.679445946988
501228000,-98.7393117984135
501232000,-98.3468254569286
501236000,-98.9283791891469
501240000,-98.9065408789372
501244000,-98.3164754463031
501248000,-98.5648947294268
501252000,-98.6162602120862
501256000,-98.2660862573273
501260000,-98.3988818951603
501264000,-98.9367722633263
501268000,-98.5067231114753
501272000,-99.0145153366736
501276000,-98.999731644691
501280000,-99.0105153670832
501284000,-98.3640397685855
501288000,-98.8380537067952
501292000,-98.6241910281463
501296000,-98.7173177657156
501300000,-98.6548766480784
501304000,-98.3800707473241
501308000,-98.7866326667913
501312000,-98.6626744015757
501316000,-98.7457376997114
501320000,-98.4531502961867
501324000,-97.8827271087917
501328000,-98.4835286336289
501332000,-98.3864278842875
501336000,-99.0348449876554
501340000,-99.01550801657
501344000,-98.5037200638106
501348000,-98.9225618749163
501352000,-98.7753468404605
501356000,-98.684469931855
501360000,-98.5481767087901
501364000,-98.7818769642382
501368000,-98.7858660890934
501372000,-98.3688226881568
501376000,-99.009512851147
501380000,-99.0854624973596
501384000,-98.7966145553108
501388000,-98.9047773571588
501392000,-98.7055662095293
501396000,-98.7058474633844
501400000,-98.7126746218264
501404000,-99.1939093918657
501408000,-98.5768070930658
501412000,-98.6892775152562
501416000,-99.1851598975042
501420000,-98.4774715905871
501424000,-99.1746385184639
501428000,-98.6964530057263
501432000,-98.7154401550048
501436000,-98.58195736941
501440000,-98.8483389400274
501444000,-99.0586021797861
501448000,-98.7962081173792
501452000,-98.4116707976581
501456000,-98.1306779558914
501460000,-99.184458674903
501464000,-98.6167788709277
501468000,-99.2785267528355
501472000,-98.97985201103
501476000,-98.9686483588847
501480000,-98.7681613217392
501484000,-99.0839192835945
501488000,-99.1644333070323
501492000,-98.8330449036669
501496000,-98.7437849475474
501500000,-98.8779822330987
501504000,-99.2175957357088
501508000,-98.9816924001137
501512000,-98.9970436843359
501516000,-98.9845693459277
501520000,-98.8586009774296
501524000,-99.1369965795778
501528000,-98.8676751267359
501532000,-98.9931705880199
501536000,-98.8633963568274
501540000,-98.9140655500336
501544000,-99.0354500186438
501548000,-99.0754594433308
501552000,-99.1462325416883
501556000,-99.08991319716
501560000,-98.9937370159266
501564000,-98.7315765524549
501568000,-98.8812911056434
501572000,-98.9218990345243
501576000,-99.2748115607577
501580000,-98.8810835529745
501584000,-99.2282437576653
501588000,-98.8416077148724
501592000,-98.8631727661233
501596000,-99.2533344792184
501600000,-98.9362088479287
501604000,-98.8246208832684
501608000,-99.0308430963689
501612000,-99.4175418473648
501616000,-99.215098179909
501620000,-98.7062631967543
501624000,-98.7611383567436
501628000,-99.1548287527323
501632000,-99.1570891630663
501636000,-99.4249438056756
501640000,-98.9438866892779
501644000,-99.2601154961489
501648000,-99.2297758428728
501652000,-99.2772807426127
501656000,-99.0332779388754
501660000,-98.9375396576095
501664000,-98.8858379933107
501668000,-99.2917399018748
501672000,-99.3841996314191
501676000,-99.2008635332373
501680000,-99.3325792444477
501684000,-99.1893398604647
501688000,-99.1559556205048
501692000,-98.8954519604319
501696000,-99.0289487824985
501700000,-99.156007573432
501704000,-99.2377832338589
501708000,-99.0998198166353
501712000,-98.7882233633808
501716000,-99.2008213972827
501720000,-99.0573053820549
501724000,-98.6051027576771
501728000,-99.1400895619564
501732000,-98.9011085298417
501736000,-98.9894266804169
501740000,-99.0491438388537
501744000,-99.0377368436252
501748000,-99.2499491792796
501752000,-98.94277717683
501756000,-99.2394717692461
501760000,-98.8965443763105
501764000,-99.1490288805631
501768000,-99.2438448305973
501772000,-99.1487893381183
501776000,-99.0481290459173
501780000,-98.4376734339083
501784000,-98.8420568830722
501788000,-98.9340424664761
501792000,-99.013629864496
501796000,-98.62696581546
501800000,-98.6119029526576
501804000,-99.1488370809091
501808000,-98.777273603454
501812000,-99.4006715811008
501816000,-99.0906121957008
501820000,-99.1935248415092
501824000,-99.1581731759228
501828000,-99.0667142882736
501832000,-99.0540209288359
501836000,-99.1372374532425
501840000,-99.2078107292898
501844000,-98.8389978090151
501848000,-99.1057379978369
501852000,-99.193505640804
501856000,-98.9771156029657
501860000,-99.3342967747979
501864000,-99.2804370604513
501868000,-98.8353488690138
501872000,-99.1036409191068
501876000,-98.9619888277527
501880000,-98.786017328213
501884000,-99.0353068761968
501888000,-99.1844545570523
501892000,-99.0490601272846
501896000,-98.8283707686319
501900000,-99.1545699173407
501904000,-99.009995651607
501908000,-99.7796949491177
501912000,-99.3129672566542
501916000,-98.9539032669826
501920000,-99.012093912378
501924000,-99.0548364477533
501928000,-99.0440998127787
501932000,-98.8614393976385
501936000,-99.2091664502171
501940000,-98.9965319269291
501944000,-98.8143071603803
501948000,-99.1382571314621
501952000,-99.3220718777463
501956000,-98.9823582447182
501960000,-99.0729571395562
501964000,-98.8627577335831
501968000,-98.9420508935583
501972000,-99.3864604245582
501976000,-98.8594298543273
501980000,-98.9993864897989
501984000,-98.9640164745744
501988000,-98.9347897698397
501992000,-99.4628179019373
501996000,-99.1729656760837
502000000,-98.9320396271162
