Trace
Swept SA
A.08.55,N9000A
498676000,-99.0845703645293
498680000,-98.5729313988874
498684000,-99.5701381574476
498688000,-99.8210216393105
498692000,-99.1524707252238
498696000,-99.0952108943889
498700000,-98.973766387962
498704000,-99.4287153956803
498708000,-99.112779389057
498712000,-98.9591327216319
498716000,-99.2810650014607
498720000,-99.4154952448034
498724000,-99.6607088884043
498728000,-99.7308532472828
498732000,-99.6328773184433
498736000,-99.3870131107554
498740000,-99.5203971958409
498744000,-98.968038345359
498748000,-99.2104115201992
498752000,-99.1982741743209
498756000,-99.1483033181267
498760000,-99.218184862139
498764000,-99.2114700457002
498768000,-99.3344368120047
498772000,-99.1619403840529
498776000,-98.6004922369699
498780000,-98.8211075618092
498784000,-98.9202296708244
498788000,-99.2615483132159
498792000,-98.918965731494
498796000,-99.7766418317793
498800000,-99.1318680104248
498804000,-99.1617789492965
498808000,-99.5400499726667
498812000,-98.9580316845946
498816000,-99.565249131308
498820000,-99.1072112589898
498824000,-99.6335916924481
498828000,-99.3764564450272
498832000,-98.8337565671875
498836000,-99.3848076480805
498840000,-99.4465513920761
498844000,-99.1335545598619
498848000,-99.3676267057195
498852000,-99.1076344286774
498856000,-98.820685606433
498860000,-99.2991321465011
498864000,-99.2169706265577
498868000,-99.2252312810161
498872000,-99.5264234406077
498876000,-99.0302129558059
498880000,-99.1903777211372
498884000,-99.2427036729748
498888000,-98.9136536690911
498892000,-98.635898851646
498896000,-99.7446396176571
498900000,-99.4579329601642
498904000,-99.3498444985251
498908000,-99.2300479724543
498912000,-99.1006109755838
498916000,-99.6726644414978
498920000,-98.9422418819243
498924000,-99.2854634485059
498928000,-99.4690563691514
498932000,-99.0287062807779
498936000,-99.4173639759943
498940000,-99.4399601034431
498944000,-99.2747590223165
498948000,-99.3332449941362
498952000,-99.0117630513994
498956000,-98.7185082882101
498960000,-99.063631995402
498964000,-99.2231045328644
498968000,-99.3064980252929
498972000,-99.0822590761821
498976000,-99.1720022967831
498980000,-99.2133947445193
498984000,-99.1676355953344
498988000,-99.0976827030615
498992000,-98.9928793229745
498996000,-98.7602370433639
499000000,-99.025096354389
499004000,-99.1010311684196
499008000,-98.9268546235059
499012000,-99.2357574445945
499016000,-99.3189359890933
499020000,-99.0135292972167
499024000,-99.5372557569934
499028000,-99.1429698339148
499032000,-99.3312249678365
499036000,-99.4798639410964
499040000,-98.9501963511301
499044000,-99.2022676298557
499048000,-99.3656570120576
499052000,-99.3250326234278
499056000,-98.8709971438786
499060000,-98.7006933860472
499064000,-99.4722710279404
499068000,-99.014860149018
499072000,-99.2662330523628
499076000,-99.1873843119997
499080000,-99.3266763412761
499084000,-99.3104043753136
499088000,-99.0099690433598
499092000,-98.9860037032209
499096000,-99.399644592456
499100000,-98.7791804142331
499104000,-99.4153442710638
499108000,-99.0023166087993
499112000,-99.2207293764032
499116000,-99.4273191670194
499120000,-99.1085867018748
499124000,-99.3630651764298
499128000,-99.2954378087228
499132000,-99.0367300602908
499136000,-99.1436656712521
499140000,-99.7488039779748
499144000,-99.4597369358299
499148000,-98.8448471662566
499152000,-99.7399748885985
499156000,-99.072677912104
499160000,-99.3159709704962
499164000,-98.846755792807
499168000,-99.3098135926135
499172000,-98.9888517671953
499176000,-99.2478211004681
499180000,-98.6332806615064
499184000,-99.4743901427568
499188000,-99.3741679578681
499192000,-99.0308069818003
499196000,-99.1979360396336
499200000,-99.2935128003695
499204000,-99.6050828465912
499208000,-99.2081978297014
499212000,-99.0265000699193
499216000,-99.1008036023785
499220000,-99.6427326498939
499224000,-98.9214624294243
499228000,-98.9556139820338
499232000,-98.8951996769842
499236000,-99.0250272049806
499240000,-99.3265936254201
499244000,-99.5799400944631
499248000,-98.9742768229958
499252000,-99.0120910685754
499256000,-99.2568817814783
499260000,-99.2821833803746
499264000,-98.7826056874472
499268000,-99.1037423156706
499272000,-98.7194217605264
499276000,-98.7946465275711
499280000,-99.1625149037883
499284000,-99.1344225536088
499288000,-99.1485206216209
499292000,-99.8457792272085
499296000,-99.1447147759955
499300000,-99.5491499939935
499304000,-99.2380404628369
499308000,-99.6590571655304
499312000,-98.9916339408537
499316000,-98.734660584027
499320000,-99.0280721713517
499324000,-99.0346554101016
499328000,-99.5619529220549
499332000,-99.0635823635744
499336000,-98.9828854394053
499340000,-98.4498025556605
499344000,-98.9722117059184
499348000,-99.5084157997562
499352000,-98.6507363240577
499356000,-98.9623105922705
499360000,-99.2665558294016
499364000,-99.1943487366473
499368000,-98.8881316461421
499372000,-99.1912639510691
499376000,-99.1995304532073
499380000,-98.9526762544174
499384000,-98.9251462315776
499388000,-99.2629904162795
499392000,-99.2220072561033
499396000,-99.7620654054321
499400000,-98.9508756713166
499404000,-98.9937075852573
499408000,-99.0610989273519
499412000,-99.553509640624
499416000,-99.2509078155717
499420000,-99.1711224465386
499424000,-99.1250336578014
499428000,-99.1107210772911
499432000,-99.0851037165677
499436000,-98.9637596349108
499440000,-99.0420103034816
499444000,-98.9346219111527
499448000,-98.9773428002998
499452000,-98.9567510696973
499456000,-99.3505787282483
499460000,-99.0402986150557
499464000,-99.0485427589135
499468000,-98.8630552095363
499472000,-98.7713658500013
499476000,-98.9900404058086
499480000,-98.5865185826027
499484000,-98.7843504576443
499488000,-98.793606696321
499492000,-99.2253822167731
499496000,-98.9522682186897
499500000,-99.0292110113557
499504000,-99.097556555169
499508000,-98.9895478375945
499512000,-98.5059044521318
499516000,-98.8156567455429
499520000,-98.5181808504348
499524000,-98.8357776107934
499528000,-99.2335088541083
499532000,-99.3469672509443
499536000,-98.956939848933
499540000,-98.8429712369165
499544000,-98.8031913795294
499548000,-99.0979027432153
499552000,-98.4258708525893
499556000,-98.6515901840446
499560000,-98.470252264263
499564000,-98.8565801342564
499568000,-98.6424520184784
499572000,-98.5008633455838
499576000,-98.5671686170746
499580000,-98.6441002238867
499584000,-98.7891465377683
499588000,-98.2665536160203
499592000,-98.4242323769772
499596000,-98.1678462010837
499600000,-97.5953009067115
499604000,-97.9680191176995
499608000,-98.2406275143523
499612000,-98.3382654333355
499616000,-97.918625879762
499620000,-98.3678039814824
499624000,-98.6571907698823
499628000,-97.7663603136328
499632000,-98.0369579388464
499636000,-98.034538162678
499640000,-98.4657248352297
499644000,-97.7804539557272
499648000,-97.8915717017666
499652000,-98.073376162753
499656000,-98.1807169136053
499660000,-98.3512120684353
499664000,-97.8534465254998
499668000,-98.2288638130738
499672000,-98.0420711130675
499676000,-98.1039068946991
499680000,-97.7976140966612
499684000,-97.9422467548801
499688000,-97.3479790451626
499692000,-98.1283768778059
499696000,-98.4979466768841
499700000,-97.7801371895835
499704000,-98.1562613158849
499708000,-97.7967611471942
499712000,-98.130153826367
499716000,-97.609376717171
499720000,-98.2266968045609
499724000,-97.9238027298463
499728000,-97.523884495858
499732000,-97.9794384176142
499736000,-97.7871193444187
499740000,-97.8639277973942
499744000,-98.1395210086006
499748000,-97.7657064612096
499752000,-97.298054742598
499756000,-97.9346692695165
499760000,-97.389557108563
499764000,-97.9564666066307
499768000,-97.8128985324866
499772000,-97.3056764150579
499776000,-97.9764943982232
499780000,-97.3468119053261
499784000,-97.477655576358
499788000,-97.2081263641439
499792000,-97.2036351611707
499796000,-97.2786393072662
499800000,-97.1487029337193
499804000,-97.3968431830843
499808000,-96.9306983898685
499812000,-96.900773664233
499816000,-96.5175314017624
499820000,-96.5216883037195
499824000,-96.7669132253421
499828000,-96.9566408519404
499832000,-96.2338500939392
499836000,-96.422036247678
499840000,-96.684471495946
499844000,-97.0855924736886
499848000,-96.3080392239265
499852000,-95.9889860311049
499856000,-96.6219341529919
499860000,-96.3817088771725
499864000,-95.9951027873815
499868000,-96.3266115287344
499872000,-96.6548602203723
499876000,-96.1543170542635
499880000,-96.0636233097791
499884000,-96.2166734943908
499888000,-95.7163880318291
499892000,-95.6621944486051
499896000,-95.9691631247339
499900000,-95.9174401529484
499904000,-95.9611190566577
499908000,-95.8393841235552
499912000,-96.0924082645627
499916000,-95.896291534213
499920000,-95.9456082860635
499924000,-95.4380303195923
499928000,-96.4054817795755
499932000,-96.5096085041956
499936000,-95.8929322675888
499940000,-95.8982321686152
499944000,-96.5726400566894
499948000,-95.8127995607362
499952000,-96.2724404981117
499956000,-96.5228807445296
499960000,-96.7282553288148
499964000,-97.1843025202141
499968000,-96.5928281538556
499972000,-96.45400670654
499976000,-96.6932824951849
499980000,-84.9577978025646
499984000,-64.7101984348274
499988000,-50.7791921863473
499992000,-41.7126979396941
499996000,-36.6865633666835
500000000,-35.3193412321033
500004000,-37.5339520654933
500008000,-43.4750694896795
500012000,-53.622068083542
500016000,-68.94089047634
500020000,-90.549200985961
500024000,-97.4598862612156
500028000,-97.1829988483695
500032000,-96.3372192501472
500036000,-96.67896083355
500040000,-96.2507776837848
500044000,-96.0905972545185
500048000,-96.1744304371149
500052000,-96.1051963623225
500056000,-96.147795006225
500060000,-96.2904899207278
500064000,-96.3148530677408
500068000,-96.0656356424528
500072000,-96.1827671822928
500076000,-95.5101465035932
500080000,-95.8282920862377
500084000,-95.7174181566229
500088000,-95.9752071613669
500092000,-95.7174776477945
500096000,-95.9192406091431
500100000,-95.9634310163465
500104000,-95.749890839897
500108000,-95.2497617274476
500112000,-95.5573333872877
500116000,-96.132000718178
500120000,-96.0568322527357
500124000,-96.3956410663555
500128000,-96.5271516475016
500132000,-96.125227866733
500136000,-96.3349090635056
500140000,-95.9322191710983
500144000,-96.2558600129719
500148000,-96.2495856402323
500152000,-96.0025633096961
500156000,-96.7123666231759
500160000,-96.4914306571582
500164000,-96.5674498982683
500168000,-96.6407367874172
500172000,-97.1444257564254
500176000,-97.0583263483433
500180000,-96.7852504039969
500184000,-96.5036867667266
500188000,-97.1137112134983
500192000,-96.9608146384709
500196000,-96.6791308851969
500200000,-96.966925304186
500204000,-97.0108341209833
500208000,-96.9654681409471
500212000,-97.402328415503
500216000,-97.6679873423035
500220000,-97.1035580483255
500224000,-97.3470204393988
500228000,-97.5373276364686
500232000,-97.5509846428527
500236000,-98.0631241107062
500240000,-97.386171094166
500244000,-97.4034887017285
500248000,-98.2458542512172
500252000,-97.7702691066252
500256000,-97.2883967810484
500260000,-97.6490492545292
500264000,-97.8941087504837
500268000,-97.8937219089678
500272000,-97.8568072539126
500276000,-97.4021303193454
500280000,-98.0568996887486
500284000,-98.0478871203582
500288000,-98.0758596526269
500292000,-97.8876968218658
500296000,-97.4879308382318
500300000,-98.1117198475984
500304000,-97.553154367001
500308000,-97.8790096262561
500312000,-98.1820093052092
500316000,-98.0906496676004
500320000,-97.699847816197
500324000,-98.0594918276005
500328000,-98.0043409649077
500332000,-98.1991393526463
500336000,-97.7671052324388
500340000,-98.14330501102
500344000,-97.9654223725775
500348000,-98.0762365666949
500352000,-98.1919870198787
500356000,-97.9615780825504
500360000,-97.9857066973342
500364000,-98.1002142154336
500368000,-98.1171763998216
500372000,-98.4409358546416
500376000,-98.3517975793971
500380000,-97.6514110382325
500384000,-98.2933994907013
500388000,-97.9881832585278
500392000,-98.1340028821538
500396000,-98.0039593058098
500400000,-98.313756644846
500404000,-98.4370797532935
500408000,-98.6494700715899
500412000,-98.235422431111
500416000,-98.2546242439487
500420000,-98.5195998099759
500424000,-98.6186257778703
500428000,-98.7521314059669
500432000,-98.4357071566761
500436000,-98.6850077335985
500440000,-98.4714636245543
500444000,-99.1142534022502
500448000,-98.5877916262632
500452000,-99.1739018868749
500456000,-98.6157981564205
500460000,-98.6615100432209
500464000,-99.1393522791206
500468000,-98.3913356058906
500472000,-98.8177298458101
500476000,-98.8851979654385
500480000,-98.8871811142089
500484000,-99.0338152034311
500488000,-99.0472894083738
500492000,-99.0534975205397
500496000,-98.260560276707
500500000,-99.3889854669354
500504000,-98.9333400921713
500508000,-98.9943870744141
500512000,-98.8786256323299
500516000,-98.7133983148633
500520000,-98.9919781739173
500524000,-98.9117514941525
500528000,-98.6413398031112
500532000,-99.3498678519309
500536000,-99.1423690576036
500540000,-99.1129573125653
500544000,-99.016873787855
500548000,-99.4199995742377
500552000,-99.1244984980132
500556000,-98.6236289980414
500560000,-98.9009520539992
500564000,-99.0252108376175
500568000,-99.0979054308566
500572000,-99.1986480328217
500576000,-99.0401537661419
500580000,-99.1448268034843
500584000,-98.6641832460196
500588000,-99.0561388834845
500592000,-99.2869796800276
500596000,-99.0220591390798
500600000,-98.7747558972508
500604000,-98.739507823918
500608000,-99.275262257564
500612000,-99.273127093516
500616000,-99.135945656672
500620000,-99.3477001477138
500624000,-98.731424914063
500628000,-98.8012088471117
500632000,-99.1505382281153
500636000,-98.717970522804
500640000,-98.888736770153
500644000,-99.5044505079831
500648000,-99.1995632946919
500652000,-99.4183084808495
500656000,-99.2771081828281
500660000,-98.8767627281594
500664000,-99.5617535571663
500668000,-99.0651489232893
500672000,-99.3106315646758
500676000,-99.0687390645048
500680000,-99.1670713303185
500684000,-98.9603998532573
500688000,-99.2123587034121
500692000,-98.9806317817626
500696000,-99.1161603370563
500700000,-99.2197427816775
500704000,-98.7876896584839
500708000,-98.9826445671848
500712000,-99.0506318999063
500716000,-99.0383065583253
500720000,-99.1471348195146
500724000,-98.9822406415711
500728000,-99.3308317450557
500732000,-99.7569428437137
500736000,-99.4272901211808
500740000,-98.8605042941583
500744000,-99.0860852332731
500748000,-99.1271727084436
500752000,-99.3907378384842
500756000,-99.5271818012136
500760000,-99.5570377071373
500764000,-99.1812763436249
500768000,-99.2744509053245
500772000,-99.3093361303399
500776000,-99.6128619264169
500780000,-99.1360603428071
500784000,-99.7380793773862
500788000,-99.3530605871822
500792000,-99.0137213790381
500796000,-99.2602160672766
500800000,-99.1069579564449
500804000,-98.8765782794378
500808000,-99.5513451342143
500812000,-98.8765280944986
500816000,-99.2515746357596
500820000,-99.1550300627899
500824000,-98.9942300453433
500828000,-99.1974340999935
500832000,-99.5940951118753
500836000,-99.1752681999584
500840000,-99.1759267153836
500844000,-99.2872832559764
500848000,-98.841287081595
500852000,-98.9720281609742
500856000,-99.0281703732412
500860000,-99.0244544374144
500864000,-98.9299979588133
500868000,-99.1651114594762
500872000,-98.9164238005121
500876000,-99.0732513337571
500880000,-99.1209738056119
500884000,-99.0349017797981
500888000,-99.4890247721139
500892000,-98.7947118064958
500896000,-99.2851804026437
500900000,-99.2950378420444
500904000,-99.1710980628265
500908000,-99.679279582833
500912000,-99.0776942737141
500916000,-99.4034651865525
500920000,-99.5180525929881
500924000,-99.1533189534668
500928000,-99.4728019307285
500932000,-99.2419308014655
500936000,-99.0640093878604
500940000,-99.078545377086
500944000,-99.1462023545866
500948000,-99.1467499534976
500952000,-99.0117811543388
500956000,-99.3259635560998
500960000,-99.1644822623986
500964000,-99.1457758936076
500968000,-99.2670349493059
500972000,-99.0161958235378
500976000,-98.9100042007179
500980000,-99.2611265843499
500984000,-99.5048554744664
500988000,-99.2160598291174
500992000,-99.8555857233153
500996000,-98.943331780659
501000000,-99.2349052278151
501004000,-99.0128880476368
501008000,-99.3412497361934
501012000,-99.2866715280202
501016000,-99.4087600966867
501020000,-99.2948362616122
501024000,-99.5538613890704
501028000,-99.3717275909185
501032000,-99.21704344268
501036000,-98.5693272720143
501040000,-99.3207633628579
501044000,-99.4737180798636
501048000,-99.6639545264266
501052000,-98.8326369293229
501056000,-99.1404564994511
501060000,-98.7570754551806
501064000,-99.4871804610293
501068000,-99.0441047622941
501072000,-99.070893779052
501076000,-99.3038683281739
501080000,-98.8277664521571
501084000,-99.0616289743918
501088000,-99.1994382506524
501092000,-99.0070160016176
501096000,-99.3384997628898
501100000,-99.4029646739407
501104000,-99.0489188718682
501108000,-99.2555334470461
501112000,-99.1220312900568
501116000,-99.2223512324764
501120000,-99.7588472751294
501124000,-98.9586540696887
501128000,-98.7795248936378
501132000,-98.9408409390693
501136000,-98.8872783228093
501140000,-99.1263423560967
501144000,-99.0506815864592
501148000,-98.9844783710743
501152000,-99.5077479014626
501156000,-98.9298360908434
501160000,-99.4228473955774
501164000,-99.1450141565378
501168000,-99.3016925415022
501172000,-98.9196369362173
501176000,-99.3668304995009
501180000,-98.6135454123482
501184000,-99.022218253852
501188000,-99.3677741791576
501192000,-99.225800134948
501196000,-98.7982169097324
501200000,-99.6067329269017
501204000,-99.3382610295592
501208000,-99.4839508990404
501212000,-99.3187105014531
501216000,-98.8801977353367
501220000,-98.9071970525484
501224000,-99.6068251768856
501228000,-99.4703132334378
501232000,-99.3423820485254
501236000,-99.2341829195241
501240000,-99.1227778776617
501244000,-99.2650171247215
501248000,-98.8483429256031
501252000,-99.0118834020506
501256000,-99.2115439658206
501260000,-99.2173651962422
501264000,-98.7520342456024
501268000,-99.1998098864054
501272000,-99.5280813676226
501276000,-99.4537939496426
501280000,-98.8933218162023
501284000,-98.8439012372534
501288000,-99.0253194219871
501292000,-98.9948356135375
501296000,-99.0197121766505
501300000,-99.040400329826
501304000,-99.4418352187964
501308000,-99.3106474614748
501312000,-99.3383414235125
501316000,-99.3687332190739
501320000,-99.2510620218795
501324000,-99.9688727007162
501328000,-99.3036389594369
501332000,-99.0356670894472
501336000,-99.3225034271407
501340000,-99.1567343329179
501344000,-99.2541113426819
501348000,-99.5617851788195
501352000,-99.2340334257111
501356000,-99.0032791431549
501360000,-99.3017692181264
501364000,-99.6981501861285
501368000,-99.1174030749396
501372000,-99.107634835557
501376000,-99.5070838327266
501380000,-99.5368361254885
501384000,-99.2554793233758
501388000,-99.435495023365
501392000,-99.5388462612771
501396000,-98.9745975807874
501400000,-99.2854618189424
501404000,-99.2871438102935
501408000,-99.3057006146654
501412000,-99.0711026885969
501416000,-98.9923513247251
501420000,-98.9536677961504
501424000,-99.3902834217234
501428000,-99.3218120781564
501432000,-99.2976216277715
501436000,-99.2364496016256
501440000,-99.9757022378829
501444000,-99.3481403646638
501448000,-99.3686682669019
501452000,-99.1331682393414
501456000,-98.956415151625
501460000,-98.7474505052125
501464000,-99.4260044813161
501468000,-99.1240070077525
501472000,-99.1940211482669
501476000,-99.1926828256064
501480000,-99.3436157283289
501484000,-99.1929416141872
501488000,-99.0509965429077
501492000,-99.1252996375909
501496000,-98.7653310241917
501500000,-99.4360147881299
501504000,-99.145971170475
501508000,-99.275541669468
501512000,-99.3050730884499
501516000,-99.022313875665
501520000,-99.2263707131778
501524000,-99.3760549358255
501528000,-98.8097394672579
501532000,-98.8081089198374
501536000,-99.4463470967267
501540000,-99.5129717206843
501544000,-98.9863524736276
501548000,-98.9941815648353
501552000,-99.7698961010404
501556000,-99.2603685088464
501560000,-99.0751562804723
501564000,-99.2226935855286
501568000,-98.9138724640176
501572000,-98.9975110552168
501576000,-99.0773079739089
501580000,-99.1397160428165
501584000,-98.8737947081344
501588000,-98.9433141462761
501592000,-99.172663974505
501596000,-98.9580636651328
501600000,-99.0579489094039
501604000,-99.0423038403802
501608000,-99.3586268191084
501612000,-98.8546228112758
501616000,-99.4934650174644
501620000,-99.6006866955249
501624000,-99.7116667886959
501628000,-99.4154097606127
501632000,-99.6874138680861
501636000,-99.5546934686466
501640000,-99.0402195001909
501644000,-99.3524596220875
501648000,-99.17697941411
501652000,-99.336314343514
501656000,-99.3211559735387
501660000,-99.0667631660813
501664000,-98.8297205063941
501668000,-98.9052026612775
501672000,-99.2172347510356
501676000,-99.4142573472853
501680000,-99.9980473416998
501684000,-99.2233623445021
501688000,-99.009018813139
501692000,-99.3103863831427
501696000,-99.3043586799383
501700000,-99.2173845288393
501704000,-99.4001012517486
501708000,-98.8951259817734
501712000,-99.3796783399071
501716000,-99.6656061059781
501720000,-99.0586524367727
501724000,-99.9297417766902
501728000,-99.3647803623791
501732000,-99.1683857329788
501736000,-99.1541548762314
501740000,-99.6083273039079
501744000,-98.8674494629688
501748000,-99.6365089985192
501752000,-99.1778805237336
501756000,-98.9686316130633
501760000,-98.9886784286042
501764000,-99.5883024388339
501768000,-99.3910172324857
501772000,-99.1414506664168
501776000,-99.0234594563783
501780000,-99.1875632160493
501784000,-99.2995687973509
501788000,-99.6938064622418
501792000,-99.2072550123271
501796000,-99.5246613293603
501800000,-99.5472886053749
501804000,-99.4481928736517
501808000,-99.4311155284525
501812000,-99.1573991917862
501816000,-98.9320038079857
501820000,-99.3047168379568
501824000,-99.2315557556886
501828000,-99.3843839878424
501832000,-99.0586410613694
501836000,-99.2679891160762
501840000,-99.0583638825618
501844000,-99.1452226182618
501848000,-99.3067361730948
501852000,-99.069074165922
501856000,-99.3680474867903
501860000,-99.4666720898943
501864000,-99.5168959705836
501868000,-99.3619500721533
501872000,-99.9425103069066
501876000,-99.253915328858
501880000,-98.8584071732533
501884000,-99.4513058483195
501888000,-99.1272459742506
501892000,-99.2491745400751
501896000,-99.1203671036657
501900000,-99.4649234440308
501904000,-99.1227539306238
501908000,-98.983611830075
501912000,-99.0514431677168
501916000,-98.7123380383127
501920000,-99.2047900173338
501924000,-99.4123317143687
501928000,-99.2688871032136
501932000,-99.3509444345053
501936000,-99.1415217273689
501940000,-99.3923145366668
501944000,-98.9237173396048
501948000,-99.2123902055661
501952000,-98.9467531657377
501956000,-99.3453400820653
501960000,-99.0535892849844
501964000,-99.0066642835384
501968000,-99.3836233612224
501972000,-99.2901696811462
501976000,-99.582506459183
501980000,-99.3652953811319
501984000,-99.2904737051658
501988000,-98.9425102637
501992000,-99.496382613499
501996000,-99.3187140638433
502000000,-99.547818962544
